inhibitor_id,warhead,site,gene,smiles
CI002725,Michael Acceptor,"CYS-208, CYS-242",MGLL,O=C1C=CC(=O)N1c1cccc(-c2ccccc2)c1
CI002726,Michael Acceptor,"CYS-208, CYS-242",MGLL,O=C1C=CC(=O)N1c1ccc(-c2ccccc2)cc1
CI002728,Michael Acceptor,"CYS-208, CYS-242",MGLL,Cc1ccccc1N1C(=O)C=CC1=O
CI002729,Michael Acceptor,"CYS-208, CYS-242",MGLL,Cc1cccc(N2C(=O)C=CC2=O)c1
CI002730,Michael Acceptor,"CYS-208, CYS-242",MGLL,Cc1ccc(N2C(=O)C=CC2=O)cc1
CI002731,Michael Acceptor,"CYS-208, CYS-242",MGLL,O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O
CI002732,Michael Acceptor,"CYS-208, CYS-242",MGLL,O=C1C=CC(=O)N1CCOCCOCCN1C(=O)C=CC1=O
CI002733,Michael Acceptor,"CYS-208, CYS-242",MGLL,CCc1ccccc1N1C(=O)C=CC1=O
CI002734,Michael Acceptor,"CYS-208, CYS-242",MGLL,CCc1cccc(N2C(=O)C=CC2=O)c1
CI002735,Michael Acceptor,"CYS-208, CYS-242",MGLL,CCc1ccc(N2C(=O)C=CC2=O)cc1
CI002736,Michael Acceptor,"CYS-208, CYS-242",MGLL,CCCc1ccc(N2C(=O)C=CC2=O)cc1
CI002737,Michael Acceptor,"CYS-208, CYS-242",MGLL,CC(C)c1ccccc1N1C(=O)C=CC1=O
CI002738,Michael Acceptor,"CYS-208, CYS-242",MGLL,CC(C)c1ccc(N2C(=O)C=CC2=O)cc1
CI002739,Michael Acceptor,"CYS-208, CYS-242",MGLL,CCCCCCCc1ccc(N2C(=O)C=CC2=O)cc1
CI002740,Michael Acceptor,"CYS-208, CYS-242",MGLL,O=C1C=CC(=O)N1c1ccc(O)cc1
CI002741,Michael Acceptor,"CYS-208, CYS-242",MGLL,CCc1ccc(CN2C(=O)C=CC2=O)cc1
CI002742,Michael Acceptor,"CYS-208, CYS-242",MGLL,O=C1C=CC(=O)N1Cc1ccc(-c2ccccc2)cc1
CI002743,Michael Acceptor,"CYS-208, CYS-242",MGLL,COc1ccccc1N1C(=O)C=CC1=O
CI002744,Michael Acceptor,"CYS-208, CYS-242",MGLL,COc1cccc(N2C(=O)C=CC2=O)c1
CI002745,Michael Acceptor,"CYS-208, CYS-242",MGLL,COc1ccc(N2C(=O)C=CC2=O)cc1
CI002746,Michael Acceptor,"CYS-208, CYS-242",MGLL,O=C1C=CC(=O)N1c1ccccc1F
CI002747,Michael Acceptor,"CYS-208, CYS-242",MGLL,O=C1C=CC(=O)N1c1cccc(F)c1
CI002748,Michael Acceptor,"CYS-208, CYS-242",MGLL,CCCCCCCCCCCCCCCCN1C(=O)C=CC1=O
CI003208,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,S=C(Sc1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
CI003209,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,Cc1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
CI003210,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,S=C(Sc1ccc(Cl)cc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
CI003211,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,S=C(Sc1ccccc1Cl)N1CCN(C(c2ccccc2)c2ccccc2)CC1
CI003212,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,S=C(Sc1cccc(Br)c1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
CI003213,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,COc1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
CI003214,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CC(=O)c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
CI003215,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CCN(CC)C(=O)c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
CI003216,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CC(C)(C)c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
CI003217,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,FC(F)(F)c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
CI003218,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
CI003219,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)c([N+](=O)[O-])c1
CI003220,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CN1CCN(C(=S)Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1
CI003221,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCOCC2)c([N+](=O)[O-])c1
CI003222,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=C1CCN(C(=S)Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1
CI003223,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCCCC2)c([N+](=O)[O-])c1
CI003224,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCSCC2)c([N+](=O)[O-])c1
CI003225,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CC1CCCC(C)N1C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CI003226,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCCC2)c([N+](=O)[O-])c1
CI003227,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1
CI003228,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N(C2CCCCC2)C2CCCCC2)c([N+](=O)[O-])c1
CI003229,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CN(Cc1ccccc1)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CI003230,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CCN(Cc1ccccc1)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CI003231,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCc3ccccc3C2)c([N+](=O)[O-])c1
CI003232,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N(Cc2ccccc2)Cc2ccccc2)c([N+](=O)[O-])c1
CI003233,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCN(c3ccccc3)CC2)c([N+](=O)[O-])c1
CI003234,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCN(Cc3ccccc3)CC2)c([N+](=O)[O-])c1
CI003235,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCC(Cc3ccccc3)CC2)c([N+](=O)[O-])c1
CI003236,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCN(C/C=C/c3ccccc3)CC2)c([N+](=O)[O-])c1
CI003237,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CC(c1ccccc1)N1CCN(C(=S)Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1
CI003238,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCN(Cc3ccc(-c4ccccc4)cc3)CC2)c([N+](=O)[O-])c1
CI003239,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,O=[N+]([O-])c1ccc(SC(=S)N2CCN(Cc3ccc(Br)cc3)CC2)c([N+](=O)[O-])c1
CI003240,Dithiocarbamate,Cys208 or Cys242 and Ser122,MGLL,CC(C)(C)c1ccc(CN2CCN(C(=S)Sc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])CC2)cc1
CI002416,Halohydrocarbon,CYS-199,GSK3B,Cc1ccc(C(=O)CBr)cc1
CI002417,Halohydrocarbon,CYS-199,GSK3B,O=C(CCl)c1ccc(Cl)cc1
CI002418,Halohydrocarbon,CYS-199,GSK3B,O=C(CBr)c1ccc(Cl)cc1
CI002419,Halohydrocarbon,CYS-199,GSK3B,O=C(CBr)c1ccc(Br)cc1
CI003049,Halohydrocarbon,CYS-199,GSK3B,O=C(CI)c1ccc(Br)cc1
CI003050,Halohydrocarbon,CYS-199,GSK3B,O/N=C(\CBr)c1ccc(Br)cc1
CI003051,Halohydrocarbon,CYS-199,GSK3B,CO/N=C(\CBr)c1ccc(Br)cc1
CI003052,Halohydrocarbon,CYS-199,GSK3B,[O-][S+](CCl)c1ccc(Br)cc1
CI003053,Halohydrocarbon,CYS-199,GSK3B,N#Cc1ccc(C(=O)CBr)cc1
CI003054,Halohydrocarbon,CYS-199,GSK3B,N#Cc1ccc(C(=O)C(Br)Br)cc1
CI003055,Halohydrocarbon,CYS-199,GSK3B,O=C(c1ccc(C(F)(F)F)cc1)C(Br)Br
CI003056,Halohydrocarbon,CYS-199,GSK3B,O=C(CBr)c1ccc(N2CCOCC2)cc1
CI003057,Halohydrocarbon,CYS-199,GSK3B,O=C(c1ccc(I)cc1)C(Br)Br
CI003058,Halohydrocarbon,CYS-199,GSK3B,N#Cc1cccc(C(=O)CBr)c1
CI003059,Halohydrocarbon,CYS-199,GSK3B,N#Cc1cccc(C(=O)C(Br)Br)c1
CI003060,Halohydrocarbon,CYS-199,GSK3B,Nc1c(Br)cc(C(=O)C(Br)Br)cc1Br
CI003061,Halohydrocarbon,CYS-199,GSK3B,O=C(c1ccccn1)C(Br)Br
CI003062,Halohydrocarbon,CYS-199,GSK3B,Nc1ncnc2c1ncn2C(=O)CCl
CI003063,Halohydrocarbon,CYS-199,GSK3B,O=C(CBr)C1=C(c2c[nH]c3ccccc23)C(=O)NC1=O
CI003064,Halohydrocarbon,CYS-199,GSK3B,COc1ccc(-n2cnc3cc(C(=O)CBr)ccc32)cc1
CI003065,Halohydrocarbon,CYS-199,GSK3B,Cn1cc(C2=C(C(=O)CBr)C(=O)NC2=O)c2ccccc21
CI001036,Sulfide,CYS-195,AHCY,Nc1ncnc2c1ncn2C1O[C@H]([C@H]2CS2)[C@@H](O)[C@H]1O
CI001037,Sulfide,CYS-195,AHCY,Nc1ncnc2c1ncn2C1O[C@H]([C@@H]2CS2)[C@@H](O)[C@H]1O
CI001038,Sulfide,CYS-195,AHCY,CSSC[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CI001039,Sulfide,CYS-195,AHCY,Nc1ncnc2c1ncn2C1O[C@H](CS)[C@@H](O)[C@H]1O
CI001040,Sulfide,CYS-195,AHCY,Nc1ncnc2c1ncn2C1O[C@@H](CSSC[C@H]2OC(n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O
CI000085,Carbonyl,CYS-184,srtA,O=C(CCN1CCOCC1)c1ccc(F)cc1
CI000088,Carbonyl,CYS-184,srtA,CN(C)CCC(=O)c1cccc([N+](=O)[O-])c1
CI000098,Carbonyl,CYS-184,srtA,CN(C)CCC(=O)c1cccs1
CI000100,Carbonyl,CYS-184,srtA,Cc1ccc(C(=O)CCN2CCOCC2)cc1
CI000101,Carbonyl,CYS-184,srtA,CN(C)CCC(=O)c1ccc(Cl)c(Cl)c1
CI000137,Carbonyl,CYS-184,srtA,O=C(CCN1CCOCC1)c1ccc(Cl)cc1
CI000140,Carbonyl,CYS-184,srtA,O=C(CCNc1ccccc1)c1cccc([N+](=O)[O-])c1
CI000168,Carbonyl,CYS-184,srtA,CC1CCCN(CCC(=O)c2ccc(Br)cc2)C1
CI000174,Carbonyl,CYS-184,srtA,CN(C)CCC(=O)c1ccc(S(C)(=O)=O)cc1
CI000177,Carbonyl,CYS-184,srtA,CCOC(=O)N1CCN(CCC(=O)c2ccc(Br)cc2)CC1
CI000358,Carbonyl,CYS-184,srtA,C=CC(=O)c1cccs1
CI000189,Michael Acceptor,CYS-179,FLT3,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CI001637,Michael Acceptor,CYS-179,FLT3,C=CC(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)OC(C)C
CI001638,Michael Acceptor,CYS-179,FLT3,C=CC(=O)NC/C=C/c1cc(OCCc2ccc(F)cc2)cc(O)c1C(=O)OC(C)C
CI001639,Michael Acceptor,CYS-179,FLT3,C=CC(=O)NC/C=C/c1cc(OCCCN2CCOCC2)cc(O)c1C(=O)OC(C)C
CI001640,Michael Acceptor,CYS-179,FLT3,C/C=C/C(=O)NC/C=C/c1cc(OCCCN2CCOCC2)cc(O)c1C(=O)OC(C)C
CI001641,Michael Acceptor,CYS-179,FLT3,CCN(CC)C/C=C/C(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)OC(C)C
CI001642,Michael Acceptor,CYS-179,FLT3,CCN(CC)C/C=C/C(=O)NC/C=C/c1cc(OCCc2ccc(F)cc2)cc(O)c1C(=O)OC(C)C
CI001643,Michael Acceptor,CYS-179,FLT3,C=CS(=O)(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)OC(C)C
CI001644,Michael Acceptor,CYS-179,FLT3,C=CS(=O)(=O)NCCCc1cc(OCCN2CCOCC2)cc(O)c1C(=O)OC(C)C
CI001645,Michael Acceptor,CYS-179,FLT3,C=CS(=O)(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)OCc1ccc(Br)cc1
CI001646,Michael Acceptor,CYS-179,FLT3,C=CS(=O)(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)OCc1ccc(F)cc1
CI001647,Michael Acceptor,CYS-179,FLT3,C=CS(=O)(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)OCC1CCCCC1
CI001648,Michael Acceptor,CYS-179,FLT3,C=CS(=O)(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)OCC(C)c1ccccc1
CI001649,Michael Acceptor,CYS-179,FLT3,COc1cc(/C=C/CN2C(=O)C=CC2=O)c(C(=O)OC(C)C)c(OC(C)=O)c1
CI001650,Michael Acceptor,CYS-179,FLT3,COc1cc(O)c(C(=O)OC(C)C)c(/C=C/CN2C(=O)C=CC2=O)c1
CI001651,Michael Acceptor,CYS-179,FLT3,COc1cc(O)c(C(=O)OC(C)C)c(CCCN2C(=O)C=CC2=O)c1
CI001652,Michael Acceptor,CYS-179,FLT3,CC(C)OC(=O)c1c(O)cc(OCCCN2CCOCC2)cc1/C=C/CN1C(=O)C=CC1=O
CI001653,Michael Acceptor,CYS-179,FLT3,CC(C)OC(=O)c1c(O)cc(OCCN2CCOCC2)cc1CCCN1C(=O)C=CC1=O
CI001654,Michael Acceptor,CYS-179,FLT3,COc1cc(O)c(C(=O)OCc2ccc(Br)cc2)c(/C=C/CN2C(=O)C=CC2=O)c1
CI001655,Michael Acceptor,CYS-179,FLT3,COc1cc(O)c(C(=O)OCc2ccc(F)cc2)c(/C=C/CN2C(=O)C=CC2=O)c1
CI001656,Michael Acceptor,CYS-179,FLT3,COc1cc(O)c(C(=O)OCC2CCCCC2)c(/C=C/CN2C(=O)C=CC2=O)c1
CI001657,Michael Acceptor,CYS-179,FLT3,COc1cc(O)c(C(=O)OCC(C)c2ccccc2)c(/C=C/CN2C(=O)C=CC2=O)c1
CI001658,Michael Acceptor,CYS-179,FLT3,COc1cc(O)c(C(=O)OC(C)C)c(/C=C/CNC(C)=O)c1
CI001659,Michael Acceptor,CYS-179,FLT3,C/C=C/C(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)OC(C)C
CI001660,Michael Acceptor,CYS-179,FLT3,C/C=C/C(=O)NC/C=C/c1cc(OCCc2ccc(F)cc2)cc(O)c1C(=O)OC(C)C
CI001661,Michael Acceptor,CYS-179,FLT3,C=CC(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)O[C@@H](C)C(C)C
CI001662,Michael Acceptor,CYS-179,FLT3,CCN(CC)C/C=C/C(=O)NC/C=C/c1cc(OC)cc(O)c1C(=O)O[C@@H](C)C(C)C
CI000160,Sulfide,CYS-178,GSK3B,O=C(CCl)c1scc(Br)c1Br
CI000173,Sulfide,CYS-178,GSK3B,Cn1sc(=O)n(Cc2ccccc2)c1=O
CI000467,Sulfide,CYS-178,GSK3B,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1
CI004516,Michael Acceptor,CYS-177,CDK2,C=CC(=O)N1CCN(C(=O)OC(C)(C)C)c2ccccc21
CI004517,Michael Acceptor,CYS-177,CDK2,C=CC(=O)N1CCN(C(=O)OC)c2ccccc21
CI001932,Halohydrocarbon,CYS-174,MAP3K7,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4ccccc4NC(=O)CCl)n3)cc2)CC1
CI001821,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)cc1
CI001928,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl
CI001929,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cnn(CCOC)c2)ncc1Cl
CI001931,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Oc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl
CI001933,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl
CI001934,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cnn(C)c2)ncc1Cl
CI001935,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cnn(C(F)F)c2)ncc1Cl
CI001936,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1
CI001937,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2)nc(N)c1Cl
CI001938,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cnn(C3CCOCC3)c2)ncc1Cl
CI001939,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1-n1ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21
CI001940,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Sc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl
CI001941,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Oc1ccccc1Nc1nc(Nc2cccc(N3CCN(C(C)=O)CC3)c2)ncc1Cl
CI001942,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1OC
CI001943,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1cc(NC(C)=O)ccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl
CI001944,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Oc1ccccc1Nc1nc(Nc2cccc(N3CCOCC3)c2)ncc1Cl
CI001945,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C1CC1
CI001946,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Oc1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl
CI001947,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Oc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl
CI001948,Michael Acceptor,CYS-174,MAP3K7,C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C
CI004589,Michael Acceptor,CYS-174,NR2C2,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl
CI004590,Michael Acceptor,CYS-174,NR2C2,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cnn(CCOC)c2)ncc1Cl
CI000631,Michael Acceptor,CYS-166,MAPK1,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1
CI001153,Michael Acceptor,CYS-166,MAPK1,CNC(=O)c1ccc(F)cc1Nc1cc(Nc2cc(C)nn2C)ncc1C(F)(F)F
CI001540,Michael Acceptor,CYS-166,MAPK1,C=CC(=O)Nc1ccccc1Nc1nc(NC2CCOCC2)ncc1Cl
CI001552,Michael Acceptor,CYS-166,MAPK1,CNC(=O)c1ccccc1Nc1cc(NC2CCOCC2)ncc1Cl
CI001553,Michael Acceptor,CYS-166,MAPK1,C=CC(=O)Nc1ccccc1Nc1nc(NC2CCOCC2)ncc1C(F)(F)F
CI001561,Michael Acceptor,CYS-166,MAPK1,COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@@H](O)C(=O)/C=C/C[C@H](C)OC2=O
CI001762,Michael Acceptor,CYS-166,MAPK1,CNC(=O)c1ccc(F)cc1Nc1cc(NC2CCOCC2)ncc1C(F)(F)F
CI001763,Michael Acceptor,CYS-166,MAPK1,C=CC(=O)Nc1ccccc1Nc1cc(NC2CCOCC2)ncc1Cl
CI001764,Michael Acceptor,CYS-166,MAPK1,C=CC(=O)Nc1cnccc1Nc1nc(NC2CCOCC2)ncc1Cl
CI001765,Michael Acceptor,CYS-166,MAPK1,C=CC(=O)Nc1ccccc1Nc1nc(NC2CCOCC2)ncc1C
CI001766,Michael Acceptor,CYS-166,MAPK1,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccnn2C)ncc1Cl
CI001767,Michael Acceptor,CYS-166,MAPK1,C=CC(=O)Nc1ccccc1Nc1nc(NC2CCC(N(C)C)CC2)ncc1Cl
CI001768,Michael Acceptor,CYS-166,MAPK1,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccnn2C)ncc1C
CI000005,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)c2c(O)cccc21
CI000007,Michael Acceptor,CYS-165,botA,CC1=CC(=O)c2ccccc2C1=O
CI000008,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)C=C1
CI000027,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)C(c2ccccc2)=C1
CI000028,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)c2c(O)ccc(O)c21
CI000029,Michael Acceptor,CYS-165,botA,CC1=CC(=O)C(C(C)C)=CC1=O
CI000031,Michael Acceptor,CYS-165,botA,CC1=CC(=O)C=CC1=O
CI000033,Michael Acceptor,CYS-165,botA,O=C1C=C(Cl)C(=O)C=C1Cl
CI000049,Michael Acceptor,CYS-165,botA,CC1=CC(=O)C=C(C)C1=O
CI000050,Michael Acceptor,CYS-165,botA,COC1=CC(=O)C=C(OC)C1=O
CI000053,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)C(Cl)=C1
CI000059,Michael Acceptor,CYS-165,botA,COC1=CC(=O)C=CC1=O
CI000075,Michael Acceptor,CYS-165,botA,COc1cccc2c1C(=O)C=CC2=O
CI000124,Michael Acceptor,CYS-165,botA,CC(=O)Oc1cccc2c1C(=O)C=CC2=O
CI000188,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)c2c(OCc3ccccc3)cccc21
CI000389,Michael Acceptor,CYS-165,botA,COC1=CC(=O)C(c2ccc(C)cc2)=CC1=O
CI000433,Michael Acceptor,CYS-165,botA,Cc1ccc(C2=CC(=O)c3ccccc3C2=O)cc1
CI000454,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)C(CCC(=O)O)=C1
CI000637,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)c2cc(O)ccc21
CI000716,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)C(CC(=O)O)=C1
CI001391,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)C(c2ccc(I)cc2)=C1
CI001559,Michael Acceptor,CYS-165,botA,C[C@]12CC[C@@H]3c4ccc(C5=CC(=O)C=CC5=O)cc4CC[C@H]3[C@@H]1CCC2=O
CI001605,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)c2c(OC3CCCC3)cccc21
CI001606,Michael Acceptor,CYS-165,botA,O=C1C=CC(=O)C(Nc2cccc(C(=O)NCc3ccc(Oc4ccccc4)cc3)n2)=C1
CI001695,Michael Acceptor,CYS-165,botA,COC1=C(c2ccc(C)cc2)C(=O)C=CC1=O
CI001696,Michael Acceptor,CYS-165,botA,COC1=CC(=O)C(OC)=C(c2ccc(C)cc2)C1=O
CI003740,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)cc2)c1
CI003758,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c(C)c2)cc1
CI003836,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c2)c1C
CI003848,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c2)cc1
CI003884,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1
CI003946,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)cc2)cc1
CI003947,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4[nH]c(SC)nc4C)ccn3)cc2)c1
CI003987,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1C
CI004042,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c(C)c2)c1
CI004056,Michael Acceptor,CYS-154,MAPK10,C=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c2)c1
